,1stFlrSF,2ndFlrSF,BedroomAbvGr,BldgType,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFullBath,BsmtQual,CentralAir,ExterQual,Exterior1st,Exterior2nd,Fireplaces,Foundation,FullBath,GarageArea,GarageCars,GarageFinish,GarageType,GrLivArea,HalfBath,HeatingQC,HouseStyle,KitchenAbvGr,KitchenQual,LotFrontage,LotShape,MSSubClass,MSZoning,MasVnrType,MoSold,Neighborhood,OverallCond,OverallQual,RoofStyle,SaleCondition,TotRmsAbvGrd,TotalBsmtSF,second_floor,Age,YearsSinceSale,SalePrice
611,1032,0,3,1Fam,TA,Av,ALQ,0.0,Gd,Y,TA,HdBoard,HdBoard,1,CBlock,2,564.0,2.0,Unf,Attchd,1032,0,TA,SLvl,1,TA,0.0,IR1,80,RL,BrkFace,7,NWAmes,6,6,Gable,Normal,6,1032.0,0,32,3,148000.0
612,1299,573,3,1Fam,TA,Av,GLQ,1.0,Gd,Y,Gd,VinylSd,VinylSd,1,PConc,2,531.0,2.0,RFn,BuiltIn,1872,1,Ex,2Story,1,Ex,0.0,Reg,60,RL,BrkFace,11,CollgCr,5,8,Gable,Normal,7,1299.0,1,9,1,261500.0
613,1120,0,3,1Fam,TA,No,ALQ,0.0,Gd,Y,TA,VinylSd,VinylSd,0,PConc,1,0.0,0.0,Unf,Attchd,1120,0,Ex,1Story,1,TA,70.0,Reg,20,RL,None,12,Mitchel,5,5,Gable,Partial,6,1120.0,0,3,3,147000.0
614,630,0,1,TwnhsE,TA,Av,LwQ,1.0,Gd,Y,TA,CemntBd,CmentBd,0,CBlock,1,0.0,0.0,Unf,Attchd,630,0,Ex,SFoyer,1,TA,21.0,Reg,180,RM,None,5,MeadowV,6,4,Gable,Normal,3,630.0,0,38,0,75500.0
615,1054,0,3,1Fam,TA,Gd,GLQ,1.0,TA,Y,TA,MetalSd,MetalSd,0,PConc,1,480.0,2.0,RFn,Attchd,1054,0,Ex,SFoyer,1,Gd,80.0,Reg,85,RL,BrkFace,5,NAmes,7,6,Gable,Abnorml,6,936.0,0,47,0,137500.0
616,807,702,3,1Fam,TA,No,GLQ,1.0,Gd,Y,Gd,VinylSd,VinylSd,1,PConc,2,393.0,2.0,Fin,Attchd,1509,1,Ex,2Story,1,Gd,0.0,IR1,60,RL,None,6,Gilbert,5,6,Gable,Normal,7,783.0,1,8,4,183200.0
617,832,0,2,1Fam,TA,No,Unf,0.0,TA,Y,TA,MetalSd,MetalSd,0,CBlock,1,528.0,2.0,Unf,Detchd,832,0,Gd,1.5Unf,1,Gd,59.0,Reg,45,RL,None,6,NAmes,6,6,Gable,Normal,4,832.0,0,56,2,105500.0
618,1828,0,3,1Fam,TA,Av,GLQ,0.0,Ex,Y,Ex,CemntBd,CmentBd,1,PConc,2,774.0,3.0,Unf,Attchd,1828,0,Ex,1Story,1,Gd,90.0,Reg,20,RL,BrkFace,7,NridgHt,5,9,Hip,Partial,9,1822.0,0,3,3,314813.0
619,1482,780,4,1Fam,TA,Gd,GLQ,1.0,Gd,Y,Gd,VinylSd,VinylSd,2,PConc,2,749.0,3.0,Fin,Attchd,2262,1,Ex,2Story,1,Gd,85.0,Reg,60,RL,Stone,8,Timber,5,8,Hip,Normal,10,1482.0,1,7,2,305000.0
620,864,0,2,1Fam,TA,No,BLQ,1.0,TA,N,TA,Stucco,Stucco,0,BrkTil,1,0.0,0.0,Unf,Attchd,864,0,TA,1Story,1,TA,45.0,Reg,30,RL,None,9,Edwards,3,3,Gable,Normal,5,864.0,0,96,2,67000.0
621,1548,1066,4,1Fam,TA,No,ALQ,0.0,TA,Y,TA,HdBoard,HdBoard,1,CBlock,2,624.0,2.0,RFn,Attchd,2614,1,TA,2Story,1,TA,90.0,Reg,60,RL,None,6,NWAmes,7,6,Gable,Normal,9,1522.0,1,36,2,240000.0
622,980,0,3,1Fam,TA,No,BLQ,0.0,TA,Y,TA,Plywood,Plywood,0,CBlock,1,484.0,2.0,Unf,Detchd,980,0,TA,1Story,1,TA,71.0,Reg,20,RL,BrkFace,7,Sawyer,6,5,Gable,Normal,6,980.0,0,33,1,135000.0
623,756,756,2,TwnhsE,TA,No,GLQ,0.0,Gd,Y,Gd,MetalSd,MetalSd,1,PConc,2,440.0,2.0,Unf,Detchd,1512,1,Ex,2Story,1,Gd,0.0,Reg,160,FV,BrkFace,6,Somerst,5,6,Gable,Normal,4,756.0,1,10,3,168500.0
624,1012,778,4,1Fam,TA,No,Rec,1.0,TA,Y,TA,VinylSd,VinylSd,1,CBlock,1,484.0,2.0,RFn,Attchd,1790,2,Gd,2Story,1,TA,80.0,Reg,60,RL,None,11,NWAmes,5,6,Gable,Normal,8,732.0,1,38,4,165150.0
625,1116,0,3,1Fam,TA,No,Unf,0.0,TA,Y,TA,Wd Sdng,Wd Sdng,0,CBlock,1,440.0,2.0,Unf,Attchd,1116,1,TA,1Story,1,TA,87.0,IR1,20,RL,BrkFace,2,NAmes,6,6,Hip,Normal,5,1116.0,0,48,0,160000.0
626,1422,0,3,1Fam,TA,No,Unf,0.0,TA,Y,TA,Wd Sdng,Wd Sdng,1,CBlock,1,286.0,1.0,RFn,Attchd,1422,0,TA,1Story,1,TA,0.0,IR1,20,RL,None,8,NAmes,5,5,Hip,Normal,6,978.0,0,50,3,139900.0
627,1520,0,3,1Fam,TA,Av,BLQ,1.0,TA,Y,TA,AsbShng,AsbShng,2,CBlock,1,364.0,1.0,RFn,Basment,1520,0,Ex,SLvl,1,TA,80.0,Reg,80,RL,BrkFace,3,NAmes,6,6,Gable,Normal,7,1156.0,0,55,0,153000.0
628,1040,1040,5,1Fam,TA,Av,Rec,0.0,Gd,Y,TA,Plywood,Plywood,2,PConc,1,504.0,2.0,Unf,Attchd,2080,2,TA,2Story,1,Fa,70.0,IR1,60,RL,BrkFace,9,NAmes,5,5,Gable,Family,9,1040.0,1,41,3,135000.0
629,1350,0,3,1Fam,TA,Gd,GLQ,1.0,TA,Y,TA,Plywood,Wd Sdng,0,CBlock,1,520.0,2.0,RFn,Attchd,1350,1,TA,SLvl,1,TA,82.0,Reg,80,RL,BrkFace,6,NAmes,5,6,Gable,Normal,6,1248.0,0,46,2,168500.0
630,1089,661,3,1Fam,Fa,No,Unf,0.0,Fa,Y,TA,VinylSd,VinylSd,0,BrkTil,1,240.0,1.0,Unf,Detchd,1750,0,TA,2Story,1,Ex,50.0,Reg,70,RM,None,6,OldTown,6,5,Gable,Abnorml,8,636.0,1,130,4,124000.0
631,1554,0,2,Twnhs,Gd,Mn,GLQ,0.0,Gd,Y,Gd,VinylSd,VinylSd,1,PConc,2,627.0,2.0,RFn,Attchd,1554,0,Ex,1Story,1,Gd,34.0,Reg,120,RL,Stone,8,NridgHt,5,8,Gable,Normal,6,1554.0,0,4,3,209500.0
632,1411,0,3,1Fam,TA,No,ALQ,0.0,TA,Y,TA,Plywood,Plywood,1,CBlock,2,544.0,2.0,Fin,Attchd,1411,0,TA,1Story,1,TA,85.0,Reg,20,RL,BrkFace,4,NWAmes,5,7,Hip,Family,6,1386.0,0,33,1,82500.0
633,1056,0,3,1Fam,TA,No,BLQ,0.0,TA,Y,TA,Wd Sdng,Wd Sdng,0,CBlock,1,260.0,1.0,Unf,Attchd,1056,0,TA,1Story,1,TA,80.0,Reg,20,RL,None,7,NAmes,7,5,Gable,Normal,6,1056.0,0,56,3,139400.0
634,1056,0,0,Duplex,TA,No,GLQ,2.0,TA,Y,TA,Plywood,Plywood,0,CBlock,0,576.0,2.0,Unf,Detchd,1056,0,Gd,SFoyer,2,TA,64.0,Reg,90,RL,None,6,OldTown,5,6,Gable,Normal,4,1056.0,0,30,0,144000.0
635,1440,1440,8,2fmCon,Fa,No,LwQ,0.0,TA,Y,Fa,VinylSd,VinylSd,0,CBlock,2,0.0,0.0,Unf,Attchd,3395,0,Ex,2.5Fin,2,Fa,60.0,Reg,190,RH,None,3,SWISU,7,6,Hip,Abnorml,14,1440.0,1,96,3,200000.0
636,800,0,1,1Fam,Fa,No,Unf,0.0,TA,N,Fa,AsbShng,AsbShng,1,BrkTil,1,0.0,0.0,Unf,Attchd,800,0,Fa,1Story,1,Fa,51.0,Reg,30,RM,None,1,BrkSide,3,2,Gable,Normal,4,264.0,0,74,1,60000.0
637,811,576,3,2fmCon,TA,No,Unf,0.0,TA,Y,TA,Wd Sdng,Wd Sdng,0,CBlock,2,256.0,1.0,Unf,BuiltIn,1387,0,TA,1.5Fin,2,Gd,50.0,Reg,190,RM,None,11,OldTown,4,5,Gable,Normal,7,811.0,1,56,1,93000.0
638,796,0,2,1Fam,TA,No,Unf,0.0,Fa,Y,TA,MetalSd,Wd Sdng,0,CBlock,1,0.0,0.0,Unf,Attchd,796,0,Gd,1Story,1,TA,67.0,Reg,30,RL,None,5,Edwards,7,5,Gable,Normal,4,796.0,0,100,2,85000.0
639,1567,0,1,TwnhsE,Gd,Av,GLQ,1.0,Gd,Y,Gd,VinylSd,VinylSd,1,PConc,2,648.0,3.0,Fin,Attchd,1567,0,Ex,1Story,1,Ex,53.0,Reg,120,RL,None,10,Blmngtn,5,8,Hip,Partial,7,1520.0,0,4,4,264561.0
640,1518,0,1,TwnhsE,TA,Gd,GLQ,0.0,Ex,Y,Ex,MetalSd,MetalSd,1,PConc,1,588.0,2.0,RFn,Attchd,1518,1,Ex,1Story,1,Ex,62.0,IR1,120,RL,BrkFace,4,NridgHt,5,8,Hip,Normal,6,1518.0,0,7,2,274000.0
641,1057,872,3,1Fam,TA,No,GLQ,1.0,Gd,Y,Gd,VinylSd,VinylSd,1,PConc,2,650.0,2.0,Fin,Attchd,1929,1,Ex,2Story,1,Gd,0.0,Reg,60,FV,None,5,Somerst,5,7,Gable,Normal,7,1057.0,1,9,3,226000.0
642,2000,704,4,1Fam,TA,Gd,GLQ,1.0,Gd,Y,Gd,Plywood,Wd Sdng,3,CBlock,2,538.0,2.0,Fin,Attchd,2704,1,Gd,SLvl,1,Ex,75.0,Reg,80,RL,None,7,NAmes,7,8,Gable,Normal,9,1952.0,1,38,1,345000.0
643,780,840,4,1Fam,TA,No,Rec,0.0,TA,Y,TA,WdShing,HdBoard,0,CBlock,2,462.0,2.0,Fin,Attchd,1620,1,Ex,2Story,1,TA,80.0,Reg,60,RL,BrkFace,4,NWAmes,5,5,Mansard,Normal,7,780.0,1,41,3,152000.0
644,1766,0,2,1Fam,TA,Mn,GLQ,1.0,Ex,Y,Ex,CemntBd,CmentBd,1,PConc,2,478.0,3.0,Fin,Attchd,1766,1,Ex,1Story,1,Ex,85.0,Reg,20,FV,Stone,10,Somerst,5,9,Gable,Partial,7,1766.0,0,1,1,370878.0
645,981,0,3,1Fam,TA,No,ALQ,1.0,TA,Y,TA,Plywood,Plywood,0,CBlock,1,576.0,2.0,Unf,Detchd,981,1,TA,1Story,1,TA,0.0,IR1,20,RL,None,3,NAmes,5,6,Hip,Normal,5,981.0,0,39,3,143250.0
646,1048,0,3,1Fam,NB,No,No,0.0,No,Y,TA,MetalSd,MetalSd,0,CBlock,1,420.0,2.0,Unf,Detchd,1048,0,Gd,1Story,1,TA,60.0,Reg,20,RL,None,7,NAmes,5,5,Hip,Normal,7,0.0,0,60,2,98300.0
647,1094,0,3,1Fam,TA,Mn,Rec,0.0,TA,Y,TA,Wd Sdng,Wd Sdng,2,CBlock,1,495.0,2.0,RFn,Attchd,1094,0,Ex,1Story,1,TA,85.0,IR1,20,RL,Stone,6,Edwards,5,6,Hip,Normal,5,1094.0,0,57,2,155000.0
648,1051,788,4,1Fam,TA,No,Unf,0.0,TA,Y,TA,MetalSd,MetalSd,1,CBlock,1,442.0,2.0,Unf,Attchd,1839,1,TA,2Story,1,TA,70.0,Reg,60,RL,BrkFace,6,NAmes,5,6,Gable,Normal,7,756.0,1,44,0,155000.0
649,630,0,1,Twnhs,TA,Av,BLQ,1.0,Gd,Y,TA,CemntBd,CmentBd,0,CBlock,1,0.0,0.0,Unf,Attchd,630,0,Gd,SFoyer,1,TA,21.0,Reg,180,RM,None,12,MeadowV,6,4,Gable,Normal,3,630.0,0,40,3,84500.0
650,822,843,3,1Fam,TA,No,Unf,0.0,Gd,Y,Gd,CemntBd,CmentBd,0,PConc,2,562.0,2.0,RFn,Attchd,1665,1,Ex,2Story,1,Gd,65.0,Reg,60,FV,None,5,Somerst,6,7,Gable,Normal,7,813.0,1,3,2,205950.0
651,755,755,4,1Fam,TA,Mn,Unf,1.0,TA,Y,TA,MetalSd,MetalSd,1,CBlock,1,296.0,1.0,Unf,Detchd,1510,0,TA,2Story,1,TA,60.0,Reg,70,RL,None,10,Edwards,5,4,Gable,Normal,7,755.0,1,70,1,108000.0
652,909,807,2,1Fam,TA,No,Unf,0.0,Gd,Y,Gd,VinylSd,VinylSd,1,PConc,2,512.0,2.0,RFn,Attchd,1716,1,Ex,2Story,1,Gd,70.0,Reg,60,RL,None,7,CollgCr,5,7,Gable,Normal,7,880.0,1,14,1,191000.0
653,756,713,3,1Fam,TA,No,Unf,0.0,TA,Y,TA,MetalSd,MetalSd,0,CBlock,1,216.0,1.0,Unf,Detchd,1469,0,Ex,1.5Fin,1,TA,60.0,Reg,50,RM,None,6,IDOTRR,7,6,Gable,Normal,7,756.0,1,104,2,135000.0
654,2113,0,2,1Fam,TA,Gd,GLQ,1.0,Gd,Y,Gd,MetalSd,MetalSd,1,PConc,2,839.0,3.0,Fin,Attchd,2113,1,Ex,1Story,1,Gd,91.0,IR1,20,RL,BrkFace,8,NoRidge,6,8,Hip,Normal,7,2109.0,0,15,2,350000.0
655,525,567,3,Twnhs,TA,No,Unf,0.0,TA,Y,TA,HdBoard,ImStucc,0,CBlock,1,264.0,1.0,Unf,Detchd,1092,1,TA,2Story,1,TA,21.0,Reg,160,RM,BrkFace,3,BrDale,5,6,Gable,Family,6,525.0,1,39,0,88000.0
656,1053,0,3,1Fam,TA,No,ALQ,1.0,TA,Y,Gd,HdBoard,HdBoard,0,CBlock,1,312.0,1.0,RFn,Attchd,1053,1,Ex,1Story,1,Gd,72.0,IR1,20,RL,BrkFace,8,NAmes,7,5,Gable,Normal,5,1053.0,0,51,2,145500.0
657,851,651,3,1Fam,TA,No,Unf,0.0,Gd,Y,TA,Stucco,Wd Shng,1,BrkTil,1,270.0,1.0,RFn,Attchd,1502,1,TA,2Story,1,TA,60.0,Reg,70,RL,None,2,Crawfor,6,7,Gable,Normal,6,776.0,1,79,2,149000.0
658,912,546,3,1Fam,TA,No,Unf,0.0,TA,Y,TA,VinylSd,VinylSd,1,CBlock,1,330.0,1.0,Unf,Attchd,1458,0,TA,1.5Fin,1,TA,78.0,Reg,50,RL,None,1,NAmes,5,6,Gable,Abnorml,6,912.0,1,62,0,97500.0
659,1486,0,3,1Fam,TA,No,BLQ,1.0,TA,Y,TA,MetalSd,MetalSd,0,PConc,1,480.0,2.0,Fin,Detchd,1486,0,Ex,1Story,1,TA,75.0,Reg,20,RL,None,3,Edwards,7,5,Hip,Normal,7,1486.0,0,46,1,167000.0
660,1142,793,3,1Fam,TA,No,Unf,0.0,Gd,Y,TA,Plywood,Plywood,1,CBlock,2,550.0,2.0,RFn,Attchd,1935,1,TA,2Story,1,TA,0.0,Reg,60,RL,BrkFace,11,NWAmes,7,7,Gable,Normal,7,793.0,1,34,3,197900.0
661,1686,762,4,1Fam,Gd,No,GLQ,1.0,Gd,Y,Gd,VinylSd,VinylSd,1,PConc,2,711.0,3.0,RFn,Attchd,2448,1,Ex,2Story,1,Gd,52.0,IR2,60,RL,BrkFace,7,NoRidge,7,8,Hip,Normal,8,1629.0,1,16,1,402000.0
662,1392,0,2,1Fam,Fa,No,Unf,1.0,Fa,Y,TA,Wd Sdng,Wd Sdng,2,CBlock,1,576.0,2.0,RFn,Attchd,1392,0,Gd,1Story,1,TA,120.0,Reg,20,RL,BrkFace,7,NAmes,3,6,Hip,Normal,5,1392.0,0,42,1,110000.0
663,1181,0,3,1Fam,TA,Av,BLQ,1.0,Gd,Y,TA,Plywood,Plywood,0,CBlock,2,588.0,2.0,RFn,Detchd,1181,0,TA,SFoyer,1,TA,90.0,Reg,85,RL,None,4,Edwards,5,4,Gable,Normal,6,1138.0,0,38,2,137500.0
664,2097,0,1,1Fam,TA,Mn,GLQ,1.0,Ex,Y,Gd,VinylSd,VinylSd,1,PConc,1,1134.0,3.0,Fin,Attchd,2097,1,Ex,1Story,1,Ex,49.0,IR2,20,RL,None,1,Somerst,5,8,Gable,Partial,8,2077.0,0,5,4,423000.0
665,1454,482,3,1Fam,TA,No,Unf,0.0,Gd,Y,Gd,VinylSd,VinylSd,1,PConc,2,504.0,2.0,RFn,Attchd,1936,1,Ex,2Story,1,Gd,106.0,IR1,60,RL,BrkFace,11,Gilbert,5,8,Gable,Normal,7,1406.0,1,10,4,230500.0
666,1465,915,3,1Fam,TA,No,LwQ,0.0,Gd,Y,TA,Plywood,Plywood,1,CBlock,2,596.0,2.0,Unf,CarPort,2380,1,TA,2Story,1,TA,0.0,IR1,60,RL,BrkCmn,8,NAmes,5,6,Flat,Abnorml,7,1021.0,1,45,3,129000.0
667,1679,0,3,1Fam,TA,No,GLQ,1.0,Gd,Y,TA,HdBoard,HdBoard,1,PConc,2,575.0,2.0,RFn,Attchd,1679,0,Ex,1Story,1,Gd,65.0,Reg,20,RL,BrkFace,10,SawyerW,5,6,Gable,Normal,7,1408.0,0,16,2,193500.0
668,1437,0,3,1Fam,TA,No,Rec,1.0,TA,Y,TA,CemntBd,Wd Sdng,1,CBlock,1,576.0,2.0,Unf,Detchd,1437,1,Gd,1Story,1,TA,0.0,Reg,20,RL,None,11,Sawyer,6,5,Gable,Normal,6,1188.0,0,54,4,168000.0
669,1180,0,2,1Fam,TA,No,Unf,0.0,Fa,Y,TA,MetalSd,MetalSd,1,BrkTil,1,252.0,1.0,Unf,Detchd,1180,0,Ex,1Story,1,Fa,80.0,Reg,30,RL,None,7,Crawfor,5,4,Gable,Normal,5,700.0,0,88,4,137500.0
670,738,738,3,1Fam,TA,No,GLQ,1.0,Gd,Y,Gd,VinylSd,VinylSd,0,PConc,2,540.0,2.0,Fin,Attchd,1476,1,Ex,2Story,1,Gd,64.0,Reg,60,RL,None,2,CollgCr,5,6,Gable,Normal,7,738.0,1,5,1,173500.0
671,697,672,3,1Fam,TA,No,BLQ,1.0,TA,N,TA,Wd Sdng,Wd Sdng,0,BrkTil,2,300.0,1.0,Unf,Detchd,1369,0,TA,2Story,1,TA,54.0,Reg,70,RH,None,7,Edwards,6,6,Gambrel,Normal,6,672.0,1,85,1,103600.0
672,1208,0,3,1Fam,TA,No,ALQ,1.0,Gd,Y,Gd,Plywood,Plywood,1,CBlock,1,546.0,2.0,RFn,Attchd,1208,1,TA,1Story,1,TA,0.0,IR1,20,RL,None,6,Veenker,6,6,Gable,Normal,6,1208.0,0,33,4,165000.0
673,1839,0,3,1Fam,TA,No,GLQ,1.0,TA,Y,TA,CemntBd,CmentBd,2,PConc,2,416.0,2.0,Fin,Attchd,1839,0,Ex,1Story,1,Gd,110.0,Reg,20,RL,BrkFace,6,Crawfor,7,6,Hip,Normal,7,1477.0,0,53,3,257500.0
674,1136,0,3,1Fam,TA,No,Rec,1.0,TA,Y,TA,HdBoard,HdBoard,1,CBlock,1,384.0,1.0,RFn,Attchd,1136,0,TA,1Story,1,TA,80.0,Reg,20,RL,None,7,NAmes,6,6,Gable,Normal,5,1136.0,0,45,2,140000.0
675,855,586,3,Twnhs,TA,No,ALQ,0.0,TA,Y,TA,Plywood,Brk Cmn,1,CBlock,2,440.0,2.0,Unf,Attchd,1441,1,TA,2Story,1,TA,24.0,Reg,160,RL,None,4,NPkVill,6,6,Gable,Normal,7,855.0,1,32,1,148500.0
676,1095,679,4,1Fam,Fa,No,Unf,1.0,TA,N,TA,AsbShng,Stucco,0,BrkTil,2,779.0,3.0,Unf,2Types,1774,0,Fa,2Story,2,TA,60.0,Reg,70,RM,None,5,OldTown,2,4,Gable,Normal,8,1095.0,1,110,4,87000.0
677,792,0,2,1Fam,TA,No,Unf,0.0,TA,Y,Gd,VinylSd,VinylSd,0,BrkTil,1,240.0,1.0,Unf,Detchd,792,0,Ex,1Story,1,Gd,52.0,Reg,30,RL,None,5,OldTown,8,5,Gable,Normal,5,768.0,0,86,1,109500.0
678,2046,0,3,1Fam,TA,Mn,Unf,0.0,Ex,Y,Gd,VinylSd,VinylSd,1,PConc,2,834.0,3.0,Fin,Attchd,2046,1,Ex,1Story,1,Gd,80.0,IR1,20,RL,Stone,7,StoneBr,5,8,Hip,Partial,7,2046.0,0,2,1,372500.0
679,988,0,3,1Fam,TA,No,Rec,1.0,TA,Y,TA,Wd Sdng,Wd Sdng,0,CBlock,1,572.0,2.0,Unf,Detchd,988,0,TA,1Story,1,TA,0.0,IR1,20,RL,BrkFace,10,Sawyer,5,5,Hip,Normal,5,988.0,0,49,3,128500.0
680,923,0,2,TwnhsE,TA,No,BLQ,0.0,Gd,Y,TA,Plywood,Plywood,1,CBlock,2,264.0,1.0,RFn,Attchd,923,0,TA,1Story,1,TA,50.0,Reg,120,RL,None,5,SawyerW,5,6,Gable,Normal,5,923.0,0,30,0,143000.0
681,848,672,3,1Fam,TA,No,Rec,0.0,TA,Y,TA,VinylSd,Stucco,0,BrkTil,1,281.0,1.0,Unf,Detchd,1520,0,Ex,1.5Fin,1,TA,55.0,IR2,50,RH,None,7,SWISU,5,5,Gable,Abnorml,6,793.0,1,78,1,159434.0
682,1291,0,2,1Fam,TA,Mn,GLQ,1.0,Gd,Y,TA,Wd Sdng,Wd Sdng,1,PConc,1,431.0,2.0,Unf,Attchd,1291,0,Ex,1Story,1,Gd,0.0,Reg,120,RL,None,11,ClearCr,5,6,Gable,Normal,6,1291.0,0,14,2,173000.0
683,1668,0,3,1Fam,TA,Av,GLQ,1.0,Gd,Y,Gd,VinylSd,VinylSd,1,PConc,2,702.0,3.0,Fin,Attchd,1668,0,Ex,1Story,1,Gd,90.0,IR1,20,RL,Stone,7,CollgCr,5,9,Hip,Normal,7,1626.0,0,8,3,285000.0
684,1195,644,4,1Fam,TA,No,Unf,0.0,Gd,Y,Gd,VinylSd,VinylSd,0,PConc,2,486.0,2.0,Fin,Attchd,1839,1,Gd,2Story,1,TA,58.0,IR2,60,RL,BrkFace,6,NoRidge,5,7,Gable,Normal,7,1195.0,1,12,0,221000.0
685,1190,900,3,TwnhsE,TA,Mn,GLQ,1.0,Gd,Y,Gd,HdBoard,HdBoard,1,CBlock,2,577.0,2.0,Fin,Attchd,2090,0,Gd,2Story,1,Gd,0.0,IR1,160,RL,None,9,StoneBr,5,7,Gable,Normal,6,1190.0,1,26,3,207500.0
686,874,887,3,1Fam,TA,No,Unf,0.0,Gd,Y,Gd,VinylSd,VinylSd,0,PConc,3,578.0,2.0,Fin,Attchd,1761,0,Ex,2Story,1,Gd,84.0,Reg,60,FV,None,8,Somerst,6,7,Gable,Partial,7,874.0,1,3,3,227875.0
687,551,551,2,TwnhsE,TA,No,GLQ,0.0,Gd,Y,Gd,MetalSd,MetalSd,0,PConc,2,480.0,2.0,Unf,Detchd,1102,1,Ex,2Story,1,Gd,0.0,IR2,160,FV,None,3,Somerst,5,7,Gable,Normal,4,551.0,1,6,3,148800.0
688,1419,0,2,1Fam,TA,Av,GLQ,1.0,Gd,Y,Gd,MetalSd,MetalSd,1,PConc,2,567.0,2.0,RFn,Attchd,1419,0,Ex,1Story,1,Gd,60.0,Reg,20,RL,BrkFace,10,StoneBr,6,8,Gable,Partial,7,1419.0,0,3,3,392000.0
689,1362,0,2,TwnhsE,TA,Av,ALQ,0.0,Gd,Y,Gd,VinylSd,VinylSd,1,PConc,2,460.0,2.0,RFn,Attchd,1362,0,Ex,1Story,1,Gd,61.0,IR1,120,RL,Stone,6,NridgHt,5,6,Gable,Normal,6,1362.0,0,5,3,194700.0
690,848,0,1,TwnhsE,TA,Gd,GLQ,1.0,Gd,Y,Gd,VinylSd,VinylSd,1,PConc,1,420.0,2.0,RFn,Attchd,848,0,Ex,1Story,1,Gd,0.0,Reg,120,RM,BrkFace,5,CollgCr,5,6,Gable,Normal,3,848.0,0,6,2,141000.0
691,2444,1872,4,1Fam,TA,Gd,GLQ,0.0,Ex,Y,Ex,HdBoard,HdBoard,2,PConc,3,832.0,3.0,Fin,Attchd,4316,1,Ex,2Story,1,Ex,104.0,IR1,60,RL,BrkFace,1,NoRidge,6,10,Gable,Normal,10,2444.0,1,16,3,755000.0
692,1238,1281,4,1Fam,TA,Gd,GLQ,1.0,Gd,Y,Gd,MetalSd,MetalSd,2,PConc,2,628.0,2.0,RFn,Attchd,2519,1,Ex,2Story,1,Gd,42.0,IR1,60,RL,BrkFace,4,Timber,5,7,Hip,Normal,9,1210.0,1,21,4,335000.0
693,1073,0,2,1Fam,TA,No,Unf,0.0,TA,Y,TA,MetalSd,MetalSd,0,BrkTil,1,326.0,1.0,Unf,Detchd,1073,0,Ex,1Story,1,TA,60.0,Reg,30,RL,None,12,OldTown,6,5,Gable,Abnorml,4,1073.0,0,89,4,108480.0
694,1067,472,3,1Fam,TA,No,Unf,0.0,TA,Y,TA,Wd Sdng,Wd Sdng,0,BrkTil,1,576.0,2.0,Unf,Detchd,1539,1,TA,1.5Fin,1,TA,51.0,Reg,50,RM,None,4,BrkSide,6,5,Gable,Normal,5,927.0,1,74,1,141500.0
695,1137,0,2,1Fam,Gd,No,GLQ,1.0,Gd,Y,TA,HdBoard,HdBoard,1,CBlock,2,551.0,2.0,Unf,Attchd,1137,0,Gd,1Story,1,Gd,54.0,IR1,20,RL,BrkFace,7,Timber,6,6,Gable,Normal,5,1112.0,0,23,4,176000.0
696,616,0,2,1Fam,TA,No,LwQ,0.0,TA,Y,TA,Wd Sdng,Wd Shng,0,CBlock,1,205.0,1.0,Unf,Detchd,616,0,Gd,1Story,1,TA,50.0,Reg,30,RM,None,6,BrkSide,7,5,Gable,Normal,4,616.0,0,89,4,89000.0
697,1148,0,2,1Fam,Gd,Mn,LwQ,0.0,Ex,Y,TA,Wd Sdng,Wd Sdng,0,PConc,1,308.0,1.0,Unf,Detchd,1148,0,Fa,1Story,1,TA,57.0,IR1,20,RL,None,9,Edwards,7,5,Gable,Normal,6,980.0,0,58,4,123500.0
698,894,0,3,1Fam,TA,No,GLQ,1.0,TA,Y,TA,MetalSd,MetalSd,1,CBlock,1,336.0,1.0,Unf,Detchd,894,0,Ex,1Story,1,TA,65.0,Reg,20,RL,None,4,Sawyer,8,5,Gable,Normal,5,894.0,0,45,0,138500.0
699,1391,0,2,TwnhsE,TA,Mn,GLQ,0.0,Gd,Y,Gd,MetalSd,MetalSd,0,PConc,2,530.0,2.0,RFn,Attchd,1391,0,Ex,1Story,1,Gd,59.0,IR2,120,FV,None,7,Somerst,5,7,Gable,Normal,5,1391.0,0,6,2,196000.0
700,1800,0,3,1Fam,TA,Gd,GLQ,1.0,Ex,Y,Gd,VinylSd,VinylSd,1,PConc,2,765.0,3.0,Fin,Attchd,1800,0,Ex,1Story,1,Gd,85.0,Reg,20,RL,BrkFace,5,Timber,5,8,Hip,Normal,7,1800.0,0,8,4,312500.0
701,1164,0,3,1Fam,TA,No,Unf,0.0,TA,Y,TA,HdBoard,HdBoard,0,CBlock,1,528.0,2.0,Unf,Attchd,1164,1,TA,1Story,1,TA,80.0,Reg,20,RL,BrkFace,7,NWAmes,5,7,Hip,Normal,6,1164.0,0,41,4,140000.0
702,1264,1312,4,1Fam,Gd,No,Unf,0.0,Ex,Y,Ex,VinylSd,VinylSd,1,PConc,2,666.0,3.0,Fin,BuiltIn,2576,1,Ex,2Story,1,Ex,82.0,IR1,60,RL,BrkFace,7,StoneBr,5,8,Hip,Partial,10,1234.0,1,4,4,361919.0
